source,target,cost
62015,153942,402.2
62017,62018,64.91
62017,62022,81.32
62017,88307,438.63
62017,88308,446.95
62017,88310,438.52
62017,88315,428.65
62017,121860,430.49
62017,122225,377.61
62017,153941,41.05
62017,153942,21.92
62018,62022,19.73
62018,64018,382.73
62018,88307,379.1
62018,88308,387.42
62018,88310,379
62018,88315,369.13
62018,88318,389.47
62018,88320,397.47
62018,121860,370.98
62018,122225,392.28
62018,153941,39.15
62018,153942,44.65
62022,64018,378
62022,88307,374.38
62022,88308,382.7
62022,88310,374.28
62022,88315,364.41
62022,88318,384.75
62022,88320,392.75
62022,121860,366.25
62022,122225,405.97
62022,153941,56.42
62022,153942,60.77
64018,88307,84.52
64018,88308,88.79
64018,88310,84.42
64018,88315,85.02
64018,88318,10.04
64018,88320,18
64018,121860,77.28
64018,153941,412.6
64018,153942,419.75
66740,82474,0
66767,66848,129.01
70260,73480,265.74
88307,88308,5.92
88307,88310,1.07
88307,88315,10.49
88307,88318,92.57
88307,88320,97.62
88307,121860,8.29
88307,153941,408.64
88307,153942,415.8
88308,88310,2.97
88308,88315,15.99
88308,88318,98.06
88308,88320,103.11
88308,121860,13.78
88308,153941,414.13
88308,153942,421.29
88310,88315,11.27
88310,88318,93.35
88310,88320,98.39
88310,121860,9.07
88310,153941,409.41
88310,153942,416.58
88315,88318,89.08
88315,88320,94.13
88315,121860,3.26
88315,153941,399.11
88315,153942,406.28
88318,88320,9.16
88318,121860,85.85
88318,153941,420
88318,153942,427.17
88320,121860,91.26
88320,153941,428.45
88320,153942,435.61
121860,153941,401.37
121860,153942,408.53
122225,153941,354.15
122225,153942,372.39
153941,153942,25.05
