source,target,cost
33475,33058,3131.7905
33475,33059,2141.9995
33475,33060,3047.0413
33475,33062,2505.4468
33475,33063,2249.2324
33475,33064,2498.0605
33475,33066,2513.1848
33475,33472,648.2229
33475,33474,665.63251
33475,33476,3222.3418
33475,33477,2542.7104
33475,33478,2963.7185
33475,33577,3043.2856
33475,33578,3052.615
33475,33579,2835.2351
33475,33581,657.22534
33475,33582,733.89319
33475,33585,643.76025
33475,33870,3039.5972
33475,33980,2915.303
33475,34814,3044.9614
33475,35021,1365.3317
33475,35024,2839.2546
33475,35338,3062.3245
33475,35589,2036.3546
33475,35903,2830.9639
33475,41133,687.41156
33475,41134,664.43695
33475,41135,3116.6782
33475,41136,2879.6047
33475,48407,280.83237
33475,48408,2507.4656
33475,48409,671.83502
33475,48410,530.78503
33475,48411,696.33508
33476,21796,2894.76
33476,21829,3022.479
33476,21831,2639.8953
33476,21832,2724.1042
33476,21869,3003.8181
33476,25612,2968.1929
33476,27339,2988.3267
33476,29436,3003.5942
33476,30111,2961.7561
33476,30120,2960.5017
33476,30127,2987.625
33476,30131,3003.1035
33476,30136,441.22934
33476,30376,466.50049
33476,33058,103.89571
33476,33059,1283.3549
33476,33060,192.47401
33476,33062,722.91547
33476,33063,1007.3555
33476,33064,753.56647
33476,33066,721.34277
33476,33472,3003.124
33476,33474,3003.8181
33476,33475,3221.5347
33476,33477,767.34967
33476,33478,320.8064
33476,33577,183.41008
33476,33578,171.7047
33476,33579,401.67596
33476,33581,3003.8845
33476,33582,3028.1572
33476,33585,2990.8079
33476,33870,201.47893
33476,33980,923.8078
33476,34814,217.15302
33476,35021,1987.9354
33476,35024,393.23651
33476,35338,233.99403
33476,35589,1959.5276
33476,35903,398.927
33476,41133,2993.7009
33476,41134,3002.8816
33476,41135,127.05856
33476,41136,978.72455
33476,48407,3096.5986
33476,48408,730.22339
33476,48409,3007.2803
33476,48410,3076.2954
33476,48411,2991.8796
33477,21796,2130.1785
33477,21829,2343.405
33477,21831,1875.3138
33477,21832,2009.1366
33477,21869,2257.8894
33477,25612,2222.2583
33477,27339,2242.3962
33477,29436,2257.6677
33477,30111,2215.822
33477,30120,2214.5693
33477,30127,2241.6904
33477,30131,2257.1743
33477,30136,328.17026
33477,30376,417.07416
33477,33058,668.55109
33477,33059,518.7746
33477,33060,572.4256
33477,33062,192.47278
33477,33063,381.25894
33477,33064,211.70731
33477,33066,199.71547
33477,33472,2257.198
33477,33474,2257.8894
33477,33475,2542.458
33477,33476,781.29572
33477,33478,445.62741
33477,33577,602.24023
33477,33578,611.56885
33477,33579,394.18347
33477,33581,2257.9534
33477,33582,2236.5696
33477,33585,2244.8804
33477,33870,561.82318
33477,33980,521.6969
33477,34814,568.64954
33477,35021,1273.9565
33477,35024,398.20313
